FullGeoName,FIPS Codes,County Name,State,Outbreak Date,Flock Type,Flock Size,State Count,Outbreaks,Counties
"AZ, Maricopa",04013,Maricopa,Arizona,11-21-2024,WOAH Non-Poultry,490,1,1,1
"OK, Roger Mills",40129,Roger Mills,Oklahoma,11-21-2024,WOAH Non-Poultry,40,0,1,1
"OH, Union",39159,Union,Ohio,11-21-2023,Commercial Table Egg Layer,1348900,0,1,1
"GA, Sumter",13261,Sumter,Georgia,11-21-2023,Commercial Raised for Release Waterfowl,30000,1,1,1
"MN, Big Stone",27011,Big Stone,Minnesota,11-21-2023,Commercial Turkey Meat Bird,128000,0,2,1
"TX, Grimes",48185,Grimes,Texas,11-21-2023,WOAH Non-Poultry,60,0,1,1
"MD, Caroline",24011,Caroline,Maryland,11-21-2023,Commercial Broiler Production,529600,0,3,1
"ME, Washington",23029,Washington,Maine,11-21-2022,WOAH Non-Poultry,110,1,2,1
"SD, Day",46037,Day,South Dakota,11-20-2023,WOAH Poultry,140,0,2,1
"SD, Walworth",46129,Walworth,South Dakota,11-20-2023,WOAH Non-Poultry,0,0,1,1
"NM, San Juan",35045,San Juan,New Mexico,11-20-2023,WOAH Non-Poultry,20,1,1,1
"WI, Taylor",55119,Taylor,Wisconsin,11-20-2023,WOAH Non-Poultry,8,0,1,1
"MN, Swift",27151,Swift,Minnesota,11-20-2023,Commercial Turkey Meat Bird; WOAH Non-Poultry,642520,0,9,1
"IL, Henry",17073,Henry,Illinois,11-19-2024,WOAH Poultry,5600,0,1,1
"WA, Whatcom",53073,Whatcom,Washington,11-19-2024,WOAH Non-Poultry,120,0,2,1
"MN, Martin",27091,Martin,Minnesota,11-18-2024,WOAH Non-Poultry,70,0,2,1
"HI, Honolulu",15003,Honolulu,Hawaii,11-18-2024,WOAH Non-Poultry,79,1,2,1
"SD, Fall River",46047,Fall River,South Dakota,11-17-2023,WOAH Non-Poultry,80,0,1,1
"PA, Berks",42011,Berks,Pennsylvania,11-17-2022,WOAH Non-Poultry; Commercial Duck Meat Bird; Commercial Duck Breeder; Commercial Table Egg Layer; Commercial Table Egg Breeder,369740,0,11,1
"OR, Marion",41047,Marion,Oregon,11-16-2023,Commercial Broiler Production; WOAH Non-Poultry,123505,0,2,1
"IA, Benton",19011,Benton,Iowa,11-16-2023,WOAH Non-Poultry,90,0,1,1
"FL, Seminole",12117,Seminole,Florida,11-16-2022,WOAH Poultry; WOAH Non-Poultry,260,0,2,1
"FL, Hillsborough",12057,Hillsborough,Florida,11-16-2022,WOAH Non-Poultry; Live Bird Market,1650,0,6,1
"MI, Cass",26027,Cass,Michigan,11-15-2023,WOAH Non-Poultry,20,0,1,1
"ND, La Moure",38045,Lamoure,North Dakota,11-15-2023,Commercial Turkey Meat Bird; WOAH Non-Poultry,103410,0,4,1
"TN, Bledsoe",47007,Bledsoe,Tennessee,11-15-2022,Commercial Broiler Breeder,20900,0,1,1
"CA, Kings",06031,Kings,California,11-14-2024,WOAH Non-Poultry; Commercial Broiler Production,859808,0,6,1
"IA, Taylor",19173,Taylor,Iowa,11-14-2023,Commercial Table Egg Layer,2037000,0,2,1
"IA, Cerro Gordo",19033,Cerro Gordo,Iowa,11-14-2023,WOAH Non-Poultry,80,0,1,1
"IA, Kossuth",19109,Kossuth,Iowa,11-14-2023,WOAH Poultry; WOAH Non-Poultry,21204,0,3,1
"IA, Jones",19105,Jones,Iowa,11-14-2023,WOAH Non-Poultry,20,0,1,1
"MO, Jasper",29097,Jasper,Missouri,11-14-2023,Commercial Turkey Meat Bird,188500,0,5,1
"TX, Ellis",48139,Ellis,Texas,11-14-2023,WOAH Non-Poultry,50,0,1,1
"MS, Lowndes",28087,Lowndes,Mississippi,11-14-2022,WOAH Non-Poultry,8,0,1,1
"OR, Malheur",41045,Malheur,Oregon,11-13-2024,WOAH Non-Poultry,8,0,1,1
"AZ, Pinal",04021,Pinal,Arizona,11-13-2024,Commercial Table Egg Layer; WOAH Non-Poultry,1145830,0,3,1
"ID, Bonneville",16019,Bonneville,Idaho,11-13-2023,WOAH Non-Poultry,90,0,2,1
"CO, Montrose",08085,Montrose,Colorado,11-13-2023,WOAH Non-Poultry; Commercial Broiler Breeder,58050,0,2,1
"NY, Queens",36081,Queens,New York,11-12-2022,Live Bird Market,5410,0,14,1
"ND, Ward",38101,Ward,North Dakota,11-10-2022,WOAH Poultry,80,0,2,1
"PA, Lehigh",42077,Lehigh,Pennsylvania,11-10-2022,Commercial Turkey Breeder Toms; Commercial Turkey Meat Bird; Commercial Turkey Breeder Hens; Live Bird Market; WOAH Poultry,134910,0,8,1
"ND, Mountrail",38061,Mountrail,North Dakota,11-10-2022,WOAH Non-Poultry,40,0,1,1
"MI, Lapeer",26087,Lapeer,Michigan,11-10-2022,WOAH Poultry,2080,0,4,1
"SD, Roberts",46109,Roberts,South Dakota,11-09-2023,Commercial Turkey Meat Bird; Commercial Breeder Operation,54800,0,2,1
"MN, Steele",27147,Steele,Minnesota,11-09-2023,Commercial Turkey Meat Bird,46900,0,1,1
"MT, Sweet Grass",30097,Sweet Grass,Montana,11-09-2023,WOAH Non-Poultry,3,0,1,1
"MT, Wheatland",30107,Wheatland,Montana,11-09-2023,WOAH Poultry,4500,0,1,1
"IA, Louisa",19115,Louisa,Iowa,11-08-2022,WOAH Non-Poultry,20,0,1,1
"OH, Butler",39017,Butler,Ohio,11-07-2022,WOAH Poultry,150,0,1,1
"WI, Jefferson",55055,Jefferson,Wisconsin,11-07-2022,Commercial Upland Gamebird Producer; Commercial Table Egg Layer,2938600,0,2,1
"WY, Converse",56009,Converse,Wyoming,11-07-2022,WOAH Non-Poultry,20,0,1,1
"VA, Gloucester",51073,Gloucester,Virginia,11-07-2022,WOAH Non-Poultry,80,1,1,1
"MO, Benton",29015,Benton,Missouri,11-06-2023,Commercial Broiler Breeder,16600,0,1,1
"IA, Hamilton",19079,Hamilton,Iowa,11-06-2023,Commercial Breeder (Multiple Bird Species); Commercial Turkey Poult Supplier; Commercial Turkey Meat Bird,48900,0,3,1
"IA, Clay",19041,Clay,Iowa,11-06-2023,WOAH Poultry,17700,0,3,1
"IA, Wright",19197,Wright,Iowa,11-06-2022,Commercial Table Egg Layer,2122800,0,2,1
"PA, Dauphin",42043,Dauphin,Pennsylvania,11-04-2022,WOAH Non-Poultry; Commercial Table Egg Layer,1975430,0,2,1
"NY, Sullivan",36105,Sullivan,New York,11-04-2022,WOAH Non-Poultry,140,0,1,1
"MS, Lawrence",28077,Lawrence,Mississippi,11-04-2022,Commercial Broiler Breeder,34400,0,1,1
"MN, Wright",27171,Wright,Minnesota,11-03-2023,Commercial Table Egg Layer,940000,0,1,1
"AZ, Yavapai",04025,Yavapai,Arizona,11-03-2022,WOAH Non-Poultry,80,0,2,1
"OR, Yamhill",41071,Yamhill,Oregon,11-03-2022,WOAH Poultry,150,0,1,1
"CA, San Diego",06073,San Diego,California,11-03-2022,WOAH Poultry,150,0,1,1
"SC, Beaufort",45013,Beaufort,South Carolina,11-03-2022,WOAH Non-Poultry,170,0,1,1
"WI, Marathon",55073,Marathon,Wisconsin,11-03-2022,WOAH Non-Poultry,30,0,1,1
"MA, Middlesex",25017,Middlesex,Massachusetts,11-03-2022,WOAH Non-Poultry,20,1,1,1
"AL, Marshall",01095,Marshall,Alabama,11-02-2023,Commercial Broiler Breeder Pullets,47900,0,1,1
"OK, Grady",40051,Grady,Oklahoma,11-02-2023,WOAH Non-Poultry,150,0,2,1
"WI, Waukesha",55133,Waukesha,Wisconsin,11-02-2022,WOAH Non-Poultry,10,0,1,1
"PA, Allegheny",42003,Allegheny,Pennsylvania,11-02-2022,WOAH Non-Poultry,40,0,2,1
"NJ, Bergen",34003,Bergen,New Jersey,11-02-2022,WOAH Non-Poultry,60,1,1,1
"WA, Okanogan",53047,Okanogan,Washington,11-01-2024,WOAH Non-Poultry,40,0,2,1
"WA, Stevens",53065,Stevens,Washington,11-01-2024,WOAH Non-Poultry,130,0,1,1
"OR, Jackson",41029,Jackson,Oregon,11-01-2024,WOAH Non-Poultry,60,0,1,1
"SD, Gregory",46053,Gregory,South Dakota,11-01-2022,Commercial Upland Gamebird Producer; WOAH Non-Poultry,3290,0,3,1
"NY, Wayne",36117,Wayne,New York,11-01-2022,WOAH Non-Poultry,10,0,1,1
"MT, Granite",30039,Granite,Montana,11-01-2022,WOAH Poultry,40,0,1,1
"TN, Lincoln",47103,Lincoln,Tennessee,10-31-2023,WOAH Non-Poultry,100,0,1,1
"AR, Madison",05087,Madison,Arkansas,10-31-2023,Commercial Broiler Breeder Pullets,87600,0,2,1
"OK, Wagoner",40145,Wagoner,Oklahoma,10-31-2023,WOAH Non-Poultry,50,0,1,1
"PA, Venango",42121,Venango,Pennsylvania,10-30-2024,WOAH Non-Poultry,20,0,1,1
"AL, Chilton",01021,Chilton,Alabama,10-27-2023,Commercial Upland Gamebird Producer,306500,0,1,1
"WA, Kittitas",53037,Kittitas,Washington,10-27-2023,WOAH Poultry,70,0,1,1
"MN, Le Sueur",27079,Le Sueur,Minnesota,10-27-2022,Commercial Turkey Meat Bird; WOAH Non-Poultry,77600,0,4,1
"FL, Pasco",12101,Pasco,Florida,10-26-2022,WOAH Non-Poultry,40,0,1,1
"WA, Lewis",53041,Lewis,Washington,10-25-2024,WOAH Non-Poultry,60,0,1,1
"OR, Crook",41013,Crook,Oregon,10-25-2024,WOAH Non-Poultry,180,0,1,1
"MN, Pine",27115,Pine,Minnesota,10-25-2023,WOAH Non-Poultry,30,0,1,1
"FL, Indian River",12061,Indian River,Florida,10-25-2022,WOAH Poultry; WOAH Non-Poultry,440,0,4,1
"SD, Grant",46051,Grant,South Dakota,10-25-2022,WOAH Non-Poultry,50,0,1,1
"FL, Lake",12069,Lake,Florida,10-25-2022,WOAH Non-Poultry,9,0,1,1
"FL, Martin",12085,Martin,Florida,10-25-2022,WOAH Non-Poultry,80,0,2,1
"IA, Guthrie",19077,Guthrie,Iowa,10-24-2023,WOAH Non-Poultry; Commercial Table Egg Layer,1460050,0,2,1
"MN, Blue Earth",27013,Blue Earth,Minnesota,10-24-2023,Commercial Turkey Meat Bird,72500,0,4,1
"IA, Pocahontas",19151,Pocahontas,Iowa,10-24-2023,Commercial Turkey Meat Bird,50000,0,1,1
"VA, Southampton",51175,Southampton,Virginia,10-22-2022,WOAH Non-Poultry,170,0,1,1
"NJ, Ocean",34029,Ocean,New Jersey,10-22-2022,WOAH Non-Poultry,90,0,1,1
"MN, Itasca",27061,Itasca,Minnesota,10-21-2022,WOAH Non-Poultry,40,0,1,1
"NC, Wake",37183,Wake,North Carolina,10-21-2022,WOAH Non-Poultry,170,0,1,1
"OK, Cleveland",40027,Cleveland,Oklahoma,10-21-2022,WOAH Non-Poultry,30,0,1,1
"RI, Newport",44005,Newport,Rhode Island,10-20-2022,WOAH Non-Poultry,60,1,1,1
"ID, Valley",16085,Valley,Idaho,10-20-2022,WOAH Non-Poultry,20,0,1,1
"MT, Hill",30041,Hill,Montana,10-20-2022,WOAH Non-Poultry,60,0,1,1
"VA, Virginia Beach City",51810,Virginia Beach City,Virginia,10-20-2022,WOAH Non-Poultry,220,0,2,1
"OK, Creek",40037,Creek,Oklahoma,10-20-2022,WOAH Non-Poultry,50,0,1,1
"FL, Okeechobee",12093,Okeechobee,Florida,10-20-2022,WOAH Non-Poultry,2,0,1,1
"IA, Dallas",19049,Dallas,Iowa,10-20-2022,WOAH Non-Poultry,150,0,2,1
"CO, Jefferson",08059,Jefferson,Colorado,10-20-2022,WOAH Poultry; WOAH Non-Poultry,60,0,2,1
"MT, Park",30067,Park,Montana,10-19-2023,WOAH Non-Poultry,3,0,1,1
"TX, Rockwall",48397,Rockwall,Texas,10-19-2022,WOAH Non-Poultry,50,0,1,1
"FL, Osceola",12097,Osceola,Florida,10-18-2022,WOAH Non-Poultry,30,0,2,1
"FL, St Lucie",12111,St. Lucie,Florida,10-18-2022,WOAH Non-Poultry,6,0,1,1
"NE, York",31185,York,Nebraska,10-18-2022,Commercial Upland Gamebird Producer,174400,0,2,1
"ND, Traill",38097,Traill,North Dakota,10-18-2022,WOAH Non-Poultry,90,0,1,1
"WA, Kitsap",53035,Kitsap,Washington,10-17-2024,WOAH Non-Poultry,76,0,3,1
"NV, Nye",32023,Nye,Nevada,10-17-2022,WOAH Poultry,1600,1,1,1
"PA, Adams",42001,Adams,Pennsylvania,10-17-2022,Commercial Turkey Meat Bird; WOAH Poultry; WOAH Non-Poultry,17930,0,3,1
"OK, Carter",40019,Carter,Oklahoma,10-16-2023,WOAH Non-Poultry,80,0,1,1
"UT, Cache",49005,Cache,Utah,10-15-2024,Commercial Table Egg Layer; WOAH Non-Poultry,3354440,0,4,1
"OK, Tulsa",40143,Tulsa,Oklahoma,10-14-2022,WOAH Non-Poultry,30,0,1,1
"ND, Golden Valley",38033,Golden Valley,North Dakota,10-13-2023,WOAH Non-Poultry,90,0,1,1
"NJ, Warren",34041,Warren,New Jersey,10-13-2022,WOAH Non-Poultry,6,0,1,1
"WI, St Croix",55109,Saint Croix,Wisconsin,10-13-2022,WOAH Non-Poultry,20,0,1,1
"ND, Williams",38105,Williams,North Dakota,10-12-2023,WOAH Non-Poultry,10,0,1,1
"WY, Fremont",56013,Fremont,Wyoming,10-12-2022,WOAH Non-Poultry,80,0,2,1
"MI, Genesee",26049,Genesee,Michigan,10-12-2022,WOAH Non-Poultry,20,0,1,1
"KY, Logan",21141,Logan,Kentucky,10-11-2022,WOAH Non-Poultry,190,1,1,1
"MT, Glacier",30035,Glacier,Montana,10-10-2023,WOAH Poultry; WOAH Non-Poultry,132400,0,3,1
"FL, Miami-Dade",12086,Miami-dade,Florida,10-07-2024,Live Bird Sales  (non-slaughter); WOAH Poultry; Live Bird Market; WOAH Non-Poultry,8484,0,10,1
"CO, Boulder",08013,Boulder,Colorado,10-07-2022,WOAH Poultry,600,0,1,1
"KS, Johnson",20091,Johnson,Kansas,10-07-2022,WOAH Poultry,6,0,1,1
"MN, Pope",27121,Pope,Minnesota,10-07-2022,WOAH Non-Poultry,30,0,1,1
"KS, Neosho",20133,Neosho,Kansas,10-07-2022,WOAH Poultry,2000,0,1,1
"KY, Fayette",21067,Fayette,Kentucky,10-06-2022,WOAH Poultry,150,0,1,1
"VA, Hampton City",51650,Hampton City,Virginia,10-06-2022,WOAH Non-Poultry,40,0,1,1
"PA, Monroe",42089,Monroe,Pennsylvania,10-05-2022,WOAH Non-Poultry,70,0,2,1
"CT, New Haven",09009,New Haven,Connecticut,10-05-2022,WOAH Non-Poultry,80,1,2,1
"SD, Jerauld",46073,Jerauld,South Dakota,10-04-2023,Commercial Turkey Meat Bird,91300,0,2,1
"PA, Westmoreland",42129,Westmoreland,Pennsylvania,10-04-2022,WOAH Non-Poultry,160,0,1,1
"NM, Bernalillo",35001,Bernalillo,New Mexico,10-04-2022,WOAH Non-Poultry,90,0,2,1
"CA, Del Norte",06015,Del Norte,California,10-04-2022,WOAH Poultry,43000,0,1,1
"NE, Box Butte",31013,Box Butte,Nebraska,10-04-2022,WOAH Non-Poultry,100,0,1,1
"CA, Calaveras",06009,Calaveras,California,10-03-2022,WOAH Non-Poultry,20,0,1,1
"OH, Portage",39133,Portage,Ohio,10-03-2022,WOAH Non-Poultry,90,0,2,1
"MI, Tuscola",26157,Tuscola,Michigan,10-03-2022,WOAH Poultry,140,0,1,1
"OR, Douglas",41019,Douglas,Oregon,09-30-2022,WOAH Non-Poultry,31,0,2,1
"PA, York",42133,York,Pennsylvania,09-29-2022,Commercial Turkey Meat Bird,25900,0,1,1
"CO, Mesa",08077,Mesa,Colorado,09-29-2022,WOAH Non-Poultry,40,0,1,1
"PA, Lancaster",42071,Lancaster,Pennsylvania,09-29-2022,WOAH Non-Poultry; Commercial Table Egg Layer; Commercial Duck Meat Bird; Commercial Broiler Breeder Pullets; Commercial Broiler Production; WOAH Poultry; Commercial Turkey Meat Bird; Commercial Duck Breeder,4230960,0,39,1
"WI, Dunn",55033,Dunn,Wisconsin,09-29-2022,Commercial Turkey Meat Bird; WOAH Non-Poultry,79650,0,2,1
"OR, Tillamook",41057,Tillamook,Oregon,09-28-2022,WOAH Non-Poultry,50,0,2,1
"WI, Racine",55101,Racine,Wisconsin,09-28-2022,Commercial Duck Meat Bird; WOAH Poultry,10220,0,2,1
"ID, Lincoln",16063,Lincoln,Idaho,09-27-2024,WOAH Poultry,700,0,1,1
"MN, Goodhue",27049,Goodhue,Minnesota,09-27-2022,WOAH Non-Poultry,80,0,1,1
"TX, Dallas",48113,Dallas,Texas,09-24-2022,WOAH Non-Poultry,60,0,1,1
"DE, Kent",10001,Kent,Delaware,09-24-2022,WOAH Non-Poultry; Commercial Broiler Production,613440,1,6,1
"NH, Merrimack",33013,Merrimack,New Hampshire,09-23-2022,WOAH Poultry,250,1,1,1
"MD, Anne Arundel",24003,Anne Arundel,Maryland,09-22-2022,WOAH Non-Poultry,11,0,2,1
"ID, Gooding",16047,Gooding,Idaho,09-21-2022,Commercial Upland Gamebird Producer; WOAH Non-Poultry; WOAH Poultry,9100,0,3,1
"MN, Roseau",27135,Roseau,Minnesota,09-21-2022,Commercial Turkey Meat Bird,116000,0,1,1
"PA, Washington",42125,Washington,Pennsylvania,09-20-2022,WOAH Poultry,1800,0,1,1
"NE, Dawes",31045,Dawes,Nebraska,09-19-2022,WOAH Non-Poultry,40,0,1,1
"MI, Macomb",26099,Macomb,Michigan,09-19-2022,WOAH Non-Poultry,150,0,3,1
"FL, Orange",12095,Orange,Florida,09-18-2024,Live Bird Market; WOAH Non-Poultry,3801,0,3,1
"NJ, Union",34039,Union,New Jersey,09-15-2023,Live Bird Market,1350,0,2,1
"MT, Teton",30099,Teton,Montana,09-15-2022,WOAH Poultry,2800,0,1,1
"TN, Obion",47131,Obion,Tennessee,09-15-2022,WOAH Poultry,130,0,1,1
"MA, Bristol",25005,Bristol,Massachusetts,09-15-2022,WOAH Non-Poultry,50,0,1,1
"OH, Summit",39153,Summit,Ohio,09-15-2022,WOAH Non-Poultry,6,0,1,1
"OH, Allen",39003,Allen,Ohio,09-14-2022,WOAH Non-Poultry,2,0,1,1
"MN, Isanti",27059,Isanti,Minnesota,09-14-2022,WOAH Non-Poultry,4,0,1,1
"OH, Williams",39171,Williams,Ohio,09-14-2022,WOAH Non-Poultry,60,0,1,1
"MI, Ingham",26065,Ingham,Michigan,09-13-2022,WOAH Poultry; WOAH Non-Poultry,40,0,2,1
"MN, Morrison",27097,Morrison,Minnesota,09-07-2022,Commercial Turkey Meat Bird; WOAH Non-Poultry; Commercial Broiler Production; Commercial Table Egg Layer,779650,0,14,1
"OH, Defiance",39039,Defiance,Ohio,09-03-2022,Commercial Table Egg Layer,3748500,0,1,1
"OH, Ashland",39005,Ashland,Ohio,09-03-2022,WOAH Non-Poultry,640,0,1,1
"WI, Washington",55131,Washington,Wisconsin,09-02-2022,WOAH Poultry,120,0,1,1
"ND, Cass",38017,Cass,North Dakota,09-01-2022,WOAH Non-Poultry,116,0,2,1
"MN, Hennepin",27053,Hennepin,Minnesota,09-01-2022,WOAH Non-Poultry,10,0,1,1
"IN, Elkhart",18039,Elkhart,Indiana,09-01-2022,WOAH Poultry; Commercial Duck Meat Bird; Commercial Duck Breeder,23960,0,6,1
"CA, Tuolumne",06109,Tuolumne,California,09-01-2022,Commercial Turkey Meat Bird,290900,0,4,1
"VA, Caroline",51033,Caroline,Virginia,08-29-2022,WOAH Non-Poultry,110,0,1,1
"WA, Cowlitz",53015,Cowlitz,Washington,08-26-2022,WOAH Non-Poultry,20,0,1,1
"UT, Weber",49057,Weber,Utah,08-24-2022,WOAH Non-Poultry,20,0,1,1
"CA, Contra Costa",06013,Contra Costa,California,08-23-2022,WOAH Non-Poultry,60,0,1,1
"GA, Henry",13151,Henry,Georgia,08-22-2022,WOAH Non-Poultry,80,0,1,1
"WA, Walla Walla",53071,Walla Walla,Washington,08-18-2022,WOAH Non-Poultry,2,0,1,1
"PA, Northampton",42095,Northampton,Pennsylvania,08-11-2022,WOAH Poultry,90,0,1,1
"NY, Kings",36047,Kings,New York,08-03-2023,Live Bird Market,3330,0,7,1
"AK, Bethel Ca",02050,Bethel,Alaska,08-02-2022,WOAH Non-Poultry,20,0,1,1
"WA, Jefferson",53031,Jefferson,Washington,07-26-2022,WOAH Non-Poultry,100,0,2,1
"FL, Hendry",12051,Hendry,Florida,07-24-2024,WOAH Non-Poultry,5,0,1,1
"MN, Renville",27129,Renville,Minnesota,07-09-2024,Commercial Turkey Breeder Hens; Commercial Turkey Meat Bird,91800,0,2,1
"NV, Carson City",32510,Carson City,Nevada,07-07-2022,WOAH Non-Poultry,40,0,1,1
"ME, Cumberland",23005,Cumberland,Maine,06-29-2022,WOAH Non-Poultry; WOAH Poultry,380,0,4,1
"WA, Yakima",53077,Yakima,Washington,06-29-2022,WOAH Non-Poultry,196,0,4,1
"MN, Pipestone",27117,Pipestone,Minnesota,06-18-2024,Commercial Turkey Meat Bird,70800,0,1,1
"MN, Lyon",27083,Lyon,Minnesota,06-12-2024,Commercial Turkey Meat Bird,209800,0,2,1
"ID, Jerome",16053,Jerome,Idaho,06-10-2024,WOAH Non-Poultry; WOAH Poultry,1240,0,5,1
"IN, Allen",18003,Allen,Indiana,06-09-2022,WOAH Non-Poultry; WOAH Poultry,26307,0,5,1
"GA, Toombs",13279,Toombs,Georgia,06-01-2022,WOAH Non-Poultry,490,0,1,1
"SC, Richland",45079,Richland,South Carolina,05-31-2024,WOAH Non-Poultry,30,0,1,1
"ID, Ada",16001,Ada,Idaho,05-24-2022,WOAH Non-Poultry; WOAH Poultry,316,0,11,1
"WI, Bayfield",55007,Bayfield,Wisconsin,05-23-2022,WOAH Non-Poultry,40,0,1,1
"MN, Dakota",27037,Dakota,Minnesota,05-21-2022,Commercial Turkey Meat Bird,134300,0,2,1
"SD, Codington",46029,Codington,South Dakota,05-20-2022,WOAH Poultry,220,0,2,1
"MN, Polk",27119,Polk,Minnesota,05-20-2022,WOAH Non-Poultry,50,0,1,1
"WY, Campbell",56005,Campbell,Wyoming,05-20-2022,WOAH Non-Poultry,30,0,1,1
"MO, Phelps",29161,Phelps,Missouri,05-18-2023,WOAH Non-Poultry,80,0,1,1
"NC, Rowan",37159,Rowan,North Carolina,05-18-2023,WOAH Non-Poultry,32,0,2,1
"MN, Clay",27027,Clay,Minnesota,05-18-2022,WOAH Non-Poultry,100,0,2,1
"NJ, Monmouth",34025,Monmouth,New Jersey,05-17-2022,WOAH Poultry,60,0,1,1
"IL, Boone",17007,Boone,Illinois,05-17-2022,WOAH Non-Poultry,20,0,1,1
"OR, Lane",41039,Lane,Oregon,05-17-2022,WOAH Poultry,450,0,1,1
"WA, Thurston",53067,Thurston,Washington,05-17-2022,WOAH Non-Poultry,530,0,2,1
"ND, Burke",38013,Burke,North Dakota,05-17-2022,WOAH Non-Poultry,50,0,1,1
"WI, Marinette",55075,Marinette,Wisconsin,05-13-2022,WOAH Non-Poultry,90,0,1,1
"WY, Lincoln",56023,Lincoln,Wyoming,05-13-2022,WOAH Non-Poultry,40,0,1,1
"MN, Grant",27051,Grant,Minnesota,05-12-2022,WOAH Non-Poultry,310,0,1,1
"MN, Chisago",27025,Chisago,Minnesota,05-12-2022,WOAH Non-Poultry; WOAH Poultry,320,0,5,1
"MN, Nobles",27105,Nobles,Minnesota,05-11-2023,WOAH Non-Poultry,100,0,1,1
"WA, Clallam",53009,Clallam,Washington,05-11-2022,WOAH Non-Poultry,20,0,2,1
"MI, Ionia",26067,Ionia,Michigan,05-10-2024,WOAH Non-Poultry; Commercial Table Egg Layer,6498790,0,4,1
"MN, Crow Wing",27035,Crow Wing,Minnesota,05-10-2022,WOAH Poultry; WOAH Non-Poultry,310,0,2,1
"CA, San Francisco",06075,San Francisco,California,05-09-2024,Live Bird Market,700,0,1,1
"WA, Spokane",53063,Spokane,Washington,05-07-2022,WOAH Non-Poultry,80,0,1,1
"ID, Cassia",16031,Cassia,Idaho,05-06-2024,WOAH Non-Poultry,640,0,2,1
"MI, Oakland",26125,Oakland,Michigan,05-06-2022,WOAH Non-Poultry,150,0,2,1
"MT, Fergus",30027,Fergus,Montana,05-06-2022,WOAH Non-Poultry,130,0,2,1
"MN, Anoka",27003,Anoka,Minnesota,05-06-2022,WOAH Non-Poultry,10,0,1,1
"IN, Posey",18129,Posey,Indiana,05-05-2023,WOAH Non-Poultry,20,0,1,1
"WI, Pierce",55093,Pierce,Wisconsin,05-05-2022,WOAH Non-Poultry,30,0,1,1
"WA, Pacific",53049,Pacific,Washington,05-05-2022,WOAH Poultry,40,0,1,1
"MN, Carver",27019,Carver,Minnesota,05-04-2022,WOAH Non-Poultry,50,0,2,1
"IA, Bremer",19017,Bremer,Iowa,05-04-2022,WOAH Non-Poultry; Commercial Turkey Meat Bird,29250,0,2,1
"WI, Fond Du Lac",55039,Fond Du Lac,Wisconsin,05-03-2022,WOAH Non-Poultry,20,0,1,1
