County,State,Outbreak Date,Flock Type,Flock Size
Stanislaus,California,12/24/2024,Commercial Table Egg Layer,392100
Franklin,Vermont,12/24/2024,WOAH Non-Poultry,20
Dade,Missouri,12/24/2024,WOAH Non-Poultry,90
San Joaquin,California,12/24/2024,Commercial Table Egg Layer,627800
Riverside,California,12/24/2024,Commercial Table Egg Layer,1105500
Adair,Oklahoma,12/24/2024,Commercial Turkey Meat Bird,45000
Adair,Oklahoma,12/24/2024,Commercial Turkey Meat Bird,81400
Phillips,Kansas,12/26/2024,WOAH Non-Poultry,10
Coffey,Kansas,12/27/2024,WOAH Non-Poultry,50
Cooper,Missouri,12/27/2024,Commercial Turkey Breeder Hens,14900
Stanislaus,California,12/27/2024,Commercial Broiler Production,101700
Anderson,Kansas,12/27/2024,WOAH Non-Poultry,40
Burnett,Wisconsin,12/27/2024,Commercial Turkey Meat Bird,18600
Ottawa,Michigan,12/27/2024,Commercial Turkey Meat Bird,113200
Sheridan,Wyoming,12/27/2024,WOAH Non-Poultry,0
Darke,Ohio,12/27/2024,Commercial Table Egg Layer,931300
Sacramento,California,12/27/2024,Commercial Broiler Production,153800
Pemiscot,Missouri,12/27/2024,WOAH Non-Poultry,70
Tipton,Tennessee,12/30/2024,WOAH Non-Poultry,10
Clay,Arkansas,12/30/2024,Commercial Broiler Production,227500
Twin Falls,Idaho,12/30/2024,WOAH Non-Poultry,30
Copiah,Mississippi,12/30/2024,Commercial Broiler Production,210000
Johnson,Nebraska,12/30/2024,Commercial Broiler Production,209100
Jackson,Michigan,12/31/2024,WOAH Non-Poultry,9
Ottawa,Michigan,12/31/2024,Commercial Turkey Meat Bird,23400
Ottawa,Michigan,12/31/2024,Commercial Turkey Meat Bird,29400
Miner,South Dakota,12/31/2024,WOAH Poultry,1500
Riverside,California,12/31/2024,Commercial Table Egg Layer,181300
Spartanburg,South Carolina,12/31/2024,Commercial Upland Gamebird Producer,920
Butte,California,12/31/2024,WOAH Non-Poultry,70
Stanislaus,California,1/2/2025,Commercial Table Egg Layer,75200
Butte,California,1/3/2025,Commercial Raised for Release Upland Game Bird,38700
Sharp,Arkansas,1/3/2025,WOAH Non-Poultry,20
Stanislaus,California,1/3/2025,Commercial Broiler Production,236100
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,20
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,20
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,70
Pocahontas,West Virginia,1/3/2025,WOAH Poultry,9
Canyon,Idaho,1/3/2025,WOAH Non-Poultry,20
Ottawa,Michigan,1/4/2025,Commercial Turkey Meat Bird,47000
Kent,Delaware,1/4/2025,Commercial Broiler Production,125000
Ottawa,Michigan,1/4/2025,Commercial Turkey Meat Bird,55200
Olmsted,Minnesota,1/6/2025,WOAH Non-Poultry,120
Jay,Indiana,1/7/2025,Commercial Turkey Meat Bird,20300
Clinton,Iowa,1/7/2025,WOAH Non-Poultry,40
Hanson,South Dakota,1/7/2025,WOAH Non-Poultry,50
Hyde,North Carolina,1/7/2025,Commercial Table Egg Layer,3314900
Palm Beach,Florida,1/7/2025,WOAH Non-Poultry,4
Darke,Ohio,1/8/2025,Commercial Table Egg Layer,245300
Perry,Missouri,1/8/2025,WOAH Non-Poultry,20
Darke,Ohio,1/9/2025,Commercial Turkey Meat Bird,21100
Kent,Delaware,1/9/2025,Commercial Broiler Production,194800
Union,Oregon,1/9/2025,WOAH Poultry,380
Burnet,Texas,1/9/2025,WOAH Non-Poultry,10
Brazoria,Texas,1/9/2025,WOAH Non-Poultry,90
Clayton,Georgia,1/9/2025,WOAH Non-Poultry,10
Canyon,Idaho,1/9/2025,WOAH Non-Poultry,50
Oakland,Michigan,1/9/2025,WOAH Non-Poultry,100
Gregory,South Dakota,1/10/2025,WOAH Non-Poultry,90
Culebra,Puerto Rico,1/13/2025,WOAH Poultry,380
Phillips,Kansas,1/13/2025,WOAH Non-Poultry,60
Caroline,Maryland,1/14/2025,Commercial Broiler Production,228300
Hillsborough,Florida,1/14/2025,Live Bird Market,280
Darke,Ohio,1/14/2025,Commercial Turkey Meat Bird,9900
Orange,Florida,1/14/2025,Live Bird Market,1300
Mercer,Ohio,1/14/2025,Commercial Turkey Meat Bird,4500
Newton,Missouri,1/14/2025,Commercial Table Egg Layer,1585100
Owyhee,Idaho,1/15/2025,WOAH Non-Poultry,30
Mercer,Ohio,1/15/2025,Commercial Turkey Meat Bird,10400
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,15800
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,5300
Darke,Ohio,1/15/2025,Commercial Turkey Meat Bird,5300
New London,Connecticut,1/15/2025,WOAH Non-Poultry,20
Jay,Indiana,1/16/2025,Commercial Table Egg Layer,353300
Riverside,California,1/16/2025,Commercial Table Egg Pullets,208200
Queen Anne's,Maryland,1/16/2025,Commercial Broiler Production,146900
Mercer,Ohio,1/16/2025,Commercial Table Egg Layer,1432000
Greene,Tennessee,1/16/2025,WOAH Non-Poultry,30
Wayne,Michigan,1/16/2025,WOAH Non-Poultry,120
Dakota,Minnesota,1/16/2025,Commercial Turkey Meat Bird,79900
Darke,Ohio,1/17/2025,Commercial Table Egg Layer,103200
Suffolk,New York,1/17/2025,Commercial Duck Meat Bird,101000
Elbert,Georgia,1/17/2025,Commercial Broiler Breeder,45500
Jay,Indiana,1/17/2025,Commercial Turkey Meat Bird,18800
Darke,Ohio,1/17/2025,Commercial Table Egg Pullets,200000
Umatilla,Oregon,1/21/2025,WOAH Non-Poultry,50
Elbert,Georgia,1/21/2025,Commercial Broiler Production,130400
Caroline,Maryland,1/21/2025,Commercial Broiler Production,108400
Accomack,Virginia,1/21/2025,Commercial Broiler Production,441000
Newton,Missouri,1/21/2025,Commercial Table Egg Layer,1175800
Lawrence,Missouri,1/22/2025,Commercial Turkey Meat Bird,52400
Newton,Missouri,1/22/2025,Commercial Turkey Meat Bird,21300
Cook,Illinois,1/22/2025,WOAH Poultry,500
Jasper,Missouri,1/22/2025,Commercial Turkey Meat Bird,49400
Dorchester,Maryland,1/22/2025,Commercial Broiler Production,144000
Newton,Missouri,1/22/2025,Commercial Turkey Meat Bird,23000
Cleveland,Arkansas,1/22/2025,Commercial Broiler Production,106900
Putnam,New York,1/23/2025,WOAH Non-Poultry,60
Mercer,Ohio,1/23/2025,Commercial Table Egg Layer,85000
Mercer,Ohio,1/23/2025,Commercial Table Egg Layer,1468900
Yolo,California,1/23/2025,WOAH Non-Poultry,6
Darke,Ohio,1/23/2025,Commercial Table Egg Pullets,349200
Mercer,Ohio,1/23/2025,Commercial Turkey Meat Bird,11200
Plymouth,Massachusetts,1/24/2025,WOAH Non-Poultry,30
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,18500
Mcdonald,Missouri,1/24/2025,Primary Broiler Breeder Pedigree Farm,650
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,19600
Orange,Florida,1/24/2025,WOAH Non-Poultry,1
Newton,Missouri,1/24/2025,Commercial Table Egg Layer,1149400
Darke,Ohio,1/24/2025,Commercial Table Egg Layer,1818000
Windsor,Vermont,1/24/2025,WOAH Non-Poultry,20
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,9500
Franklin,Washington,1/24/2025,Commercial Table Egg Layer,307800
Allen,Indiana,1/24/2025,WOAH Poultry,26100
Darke,Ohio,1/24/2025,Commercial Turkey Meat Bird,22300
Cleveland,Arkansas,1/24/2025,Commercial Broiler Breeder,19500
Mercer,Ohio,1/24/2025,Commercial Turkey Meat Bird,5100
Washington,Rhode Island,1/24/2025,WOAH Non-Poultry,50
New Haven,Connecticut,1/24/2025,WOAH Non-Poultry,30
Wadena,Minnesota,1/24/2025,Commercial Turkey Meat Bird,296300
Adams,Indiana,1/27/2025,Commercial Turkey Meat Bird,19900
Mercer,Ohio,1/27/2025,Commercial Duck Meat Bird,12600
Ulster,New York,1/27/2025,WOAH Non-Poultry,60
Mercer,Ohio,1/27/2025,Commercial Turkey Meat Bird,12600
Mercer,Ohio,1/27/2025,Commercial Turkey Meat Bird,5100
Kearney,Nebraska,1/27/2025,WOAH Non-Poultry,90
Pinal,Arizona,1/27/2025,Commercial Table Egg Layer,316600
Sampson,North Carolina,1/27/2025,Commercial Turkey Breeder Replacement Hens,1900
Mercer,Ohio,1/27/2025,Commercial Turkey Meat Bird,9300
Jackson,Indiana,1/28/2025,Commercial Table Egg Layer,2633900
Shelby,Indiana,1/28/2025,WOAH Non-Poultry,60
Kent,Delaware,1/28/2025,Commercial Broiler Production,145800
Newton,Missouri,1/28/2025,Commercial Turkey Meat Bird,14300
Sampson,North Carolina,1/28/2025,Commercial Turkey Breeder Hens,24100
Lehigh,Pennsylvania,1/28/2025,WOAH Poultry,48000
Mcdonald,Missouri,1/28/2025,Commercial Broiler Breeder,18300
Darke,Ohio,1/29/2025,Commercial Turkey Meat Bird,9700
Mercer,Ohio,1/29/2025,Commercial Turkey Meat Bird,20100
Newton,Missouri,1/29/2025,Commercial Turkey Meat Bird,19000
San Mateo,California,1/29/2025,WOAH Non-Poultry,4
Mercer,Ohio,1/29/2025,Commercial Turkey Meat Bird,9000
Madera,California,1/29/2025,Commercial Duck Meat Bird,18600
Darke,Ohio,1/29/2025,Commercial Table Egg Layer,1356300
Merced,California,1/29/2025,Commercial Duck Meat Bird,87800
Van Wert,Ohio,1/30/2025,Commercial Turkey Meat Bird,21400
Jerome,Idaho,1/30/2025,WOAH Non-Poultry,10
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,11200
Broward,Florida,1/30/2025,WOAH Non-Poultry,70
Nance,Nebraska,1/30/2025,WOAH Non-Poultry,70
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,4600
Mercer,Ohio,1/30/2025,Commercial Table Egg Layer,437100
Mcdonald,Missouri,1/30/2025,Commercial Turkey Meat Bird,11700
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,8700
Darke,Ohio,1/30/2025,Commercial Table Egg Layer,150700
Monroe,Pennsylvania,1/30/2025,WOAH Non-Poultry,30
Mercer,Ohio,1/30/2025,Commercial Turkey Meat Bird,21700
Mercer,Ohio,1/31/2025,Commercial Turkey Meat Bird,22000
Darke,Ohio,1/31/2025,Commercial Turkey Meat Bird,11700
Mercer,Ohio,1/31/2025,Commercial Table Egg Layer,748800
Montgomery,Maryland,1/31/2025,WOAH Non-Poultry,10
Barry,Missouri,1/31/2025,Commercial Turkey Meat Bird,34000
Virginia Beach City,Virginia,1/31/2025,WOAH Non-Poultry,210
Mcdonald,Missouri,1/31/2025,Commercial Broiler Production,131400
O'brien,Iowa,2/2/2025,Commercial Table Egg Layer,241600
Klamath,Oregon,2/3/2025,WOAH Non-Poultry,10
San Joaquin,California,2/3/2025,Commercial Turkey Meat Bird,22200
Mercer,Ohio,2/4/2025,Commercial Table Egg Layer,96700
Worcester,Maryland,2/4/2025,Commercial Broiler Production,168300
Darke,Ohio,2/4/2025,Commercial Turkey Meat Bird,5400
Alpena,Michigan,2/4/2025,WOAH Non-Poultry,8
Mercer,Ohio,2/4/2025,Commercial Table Egg Pullets,88300
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,3500
Harvey,Kansas,2/4/2025,WOAH Non-Poultry,50
Dauphin,Pennsylvania,2/4/2025,Commercial Table Egg Layer,1975300
Newton,Missouri,2/4/2025,Commercial Turkey Meat Bird,13600
Bronx,New York,2/4/2025,Live Bird Market,100
Lawrence,Missouri,2/4/2025,Commercial Turkey Breeder Replacement Hens,14300
Queens,New York,2/4/2025,Live Bird Market,420
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,11600
Jasper,Missouri,2/4/2025,Commercial Turkey Meat Bird,49500
Adams,Pennsylvania,2/4/2025,WOAH Non-Poultry,30
Mercer,Ohio,2/4/2025,Commercial Turkey Meat Bird,12200
Mercer,Ohio,2/5/2025,Commercial Turkey Meat Bird,8900
Stanislaus,California,2/5/2025,Commercial Turkey Meat Bird,30200
Auglaize,Ohio,2/5/2025,Commercial Turkey Meat Bird,11000
Kings,New York,2/5/2025,Live Bird Market,0
Cumberland,Pennsylvania,2/5/2025,Commercial Broiler Production,26400
Larimer,Colorado,2/5/2025,WOAH Non-Poultry,10
Mercer,Ohio,2/5/2025,Commercial Table Egg Layer,174600
Queens,New York,2/5/2025,Live Bird Market,520
Pinal,Arizona,2/5/2025,WOAH Non-Poultry,30
Lawrence,Missouri,2/6/2025,Commercial Turkey Meat Bird,9500
Lebanon,Pennsylvania,2/6/2025,Commercial Table Egg Layer,84100
Mercer,Ohio,2/6/2025,Commercial Table Egg Layer,232600
Darke,Ohio,2/6/2025,Commercial Table Egg Layer,522200
Newton,Missouri,2/6/2025,Commercial Broiler Production,44400
Lancaster,Pennsylvania,2/6/2025,Commercial Duck Meat Bird,12100
Lancaster,Pennsylvania,2/6/2025,WOAH Poultry,14900
New London,Connecticut,2/6/2025,WOAH Non-Poultry,20
Queens,New York,2/6/2025,Live Bird Market,200
Mercer,Ohio,2/6/2025,Commercial Turkey Meat Bird,10100
Bronx,New York,2/6/2025,Live Bird Market,0
Mercer,Ohio,2/6/2025,Commercial Turkey Meat Bird,19900
Lebanon,Pennsylvania,2/7/2025,Commercial Broiler Production,53500
Calcasieu,Louisiana,2/7/2025,WOAH Non-Poultry,10
Mercer,Ohio,2/7/2025,Commercial Table Egg Layer,96300
Mercer,Ohio,2/7/2025,Commercial Table Egg Layer,388900
Mercer,Ohio,2/7/2025,Commercial Turkey Meat Bird,4100
Lancaster,Pennsylvania,2/7/2025,WOAH Poultry,610
Lawrence,Missouri,2/10/2025,Commercial Turkey Breeder Hens,14100
Mercer,Ohio,2/10/2025,Commercial Turkey Meat Bird,20100
Mason,Washington,2/10/2025,WOAH Non-Poultry,7
Madison,New York,2/11/2025,WOAH Non-Poultry,20
Jay,Indiana,2/11/2025,Commercial Table Egg Layer,912000
Cumberland,Pennsylvania,2/11/2025,Commercial Duck Meat Bird,20000
Yankton,South Dakota,2/11/2025,WOAH Non-Poultry,50
Mercer,Ohio,2/11/2025,Commercial Table Egg Pullets,20000
Lancaster,Pennsylvania,2/11/2025,Commercial Broiler Production,80000
Lawrence,Missouri,2/12/2025,Commercial Turkey Breeder Hens,13000
Crow Wing,Minnesota,2/12/2025,WOAH Non-Poultry,160
Lancaster,Pennsylvania,2/12/2025,WOAH Poultry,600
Weld,Colorado,2/12/2025,WOAH Non-Poultry,20
Merced,California,2/12/2025,Commercial Broiler Production,280600
Weld,Colorado,2/12/2025,WOAH Poultry,150
Mercer,Ohio,2/12/2025,Commercial Table Egg Layer,131000
Platte,Wyoming,2/12/2025,WOAH Non-Poultry,0
Mercer,Ohio,2/13/2025,Commercial Table Egg Layer,125800
Auglaize,Ohio,2/13/2025,Commercial Table Egg Layer,210600
Monroe,Michigan,2/13/2025,WOAH Non-Poultry,30
Riverside,California,2/13/2025,WOAH Poultry,11400
Sussex,Delaware,2/13/2025,WOAH Non-Poultry,30
Buena Vista,Iowa,2/14/2025,Commercial Turkey Meat Bird,26700
Mercer,Ohio,2/14/2025,Commercial Turkey Meat Bird,16700
Darke,Ohio,2/14/2025,Commercial Turkey Meat Bird,20100
Washington,Indiana,2/14/2025,Commercial Turkey Meat Bird,14100
Randolph,Indiana,2/14/2025,WOAH Non-Poultry,70
Jay,Indiana,2/14/2025,Commercial Table Egg Layer,1224800
Saunders,Nebraska,2/14/2025,WOAH Non-Poultry,50
Jay,Indiana,2/14/2025,Commercial Table Egg Layer,1454600
Stark,Ohio,2/18/2025,WOAH Non-Poultry,30
Mercer,Ohio,2/18/2025,Commercial Turkey Meat Bird,10600
Churchill,Nevada,2/18/2025,WOAH Non-Poultry,20
Darke,Ohio,2/18/2025,Commercial Table Egg Layer,164900
Graham,Arizona,2/19/2025,WOAH Non-Poultry,280
Sac,Iowa,2/20/2025,Commercial Turkey Meat Bird,29700
Luzerne,Pennsylvania,2/20/2025,WOAH Non-Poultry,90
Cumberland,Maine,2/20/2025,WOAH Non-Poultry,80
Butler,Pennsylvania,2/20/2025,WOAH Non-Poultry,610
Mercer,Ohio,2/21/2025,WOAH Poultry,55900
Washington,Indiana,2/21/2025,Commercial Turkey Meat Bird,19400
Mercer,Ohio,2/21/2025,Commercial Table Egg Layer,84800
Delaware,New York,2/21/2025,WOAH Non-Poultry,240
Elkhart,Indiana,2/21/2025,Commercial Duck Meat Bird,4200
Darke,Ohio,2/21/2025,Commercial Table Egg Layer,3090400
Broward,Florida,2/21/2025,WOAH Non-Poultry,10
Union,New Jersey,2/22/2025,Live Bird Market,830
Philadelphia,Pennsylvania,2/24/2025,Live Bird Market,1100
Elkhart,Indiana,2/25/2025,Commercial Duck Breeder,1800
Jay,Indiana,2/25/2025,Commercial Turkey Meat Bird,18600
Mercer,Ohio,2/25/2025,Commercial Table Egg Layer,90000
Union,Indiana,2/25/2025,WOAH Non-Poultry,40
Jay,Indiana,2/25/2025,Commercial Turkey Meat Bird,16500
Jasper,Indiana,2/25/2025,WOAH Non-Poultry,90
Lagrange,Indiana,2/25/2025,Commercial Duck Breeder,3800
Monroe,Michigan,2/25/2025,WOAH Non-Poultry,10
Cumberland,Maine,2/26/2025,WOAH Non-Poultry,30
Dukes,Massachusetts,2/26/2025,WOAH Non-Poultry,50
Westchester,New York,2/26/2025,WOAH Non-Poultry,100
Collier,Florida,2/27/2025,WOAH Non-Poultry,30
Miami-dade,Florida,2/27/2025,WOAH Poultry,120
Bernalillo,New Mexico,2/28/2025,WOAH Non-Poultry,50
Hot Springs,Wyoming,2/28/2025,WOAH Non-Poultry,10
Portage,Ohio,2/28/2025,WOAH Non-Poultry,40
Dare,North Carolina,2/28/2025,WOAH Non-Poultry,20
Suffolk,New York,2/28/2025,WOAH Non-Poultry,3
Queens,New York,3/3/2025,Live Bird Market,150
Queens,New York,3/3/2025,Live Bird Market,0
Multnomah,Oregon,3/4/2025,WOAH Non-Poultry,40
Will,Illinois,3/4/2025,WOAH Non-Poultry,50
Jay,Indiana,3/4/2025,Commercial Table Egg Layer,187200
Mercer,Ohio,3/6/2025,Commercial Turkey Meat Bird,22100
Monroe,Michigan,3/6/2025,WOAH Non-Poultry,40
Mercer,Ohio,3/6/2025,Commercial Turkey Meat Bird,9500
Kings,New York,3/6/2025,Live Bird Market,70
Bronx,New York,3/7/2025,Live Bird Market,1000
Russell,Kansas,3/7/2025,WOAH Non-Poultry,20
Richmond,New York,3/7/2025,Live Bird Market,450
Adams,Indiana,3/7/2025,Commercial Duck Breeder,3200
Lancaster,Pennsylvania,3/7/2025,WOAH Poultry,6500
Queens,New York,3/10/2025,Live Bird Market,1100
Kings,New York,3/10/2025,Live Bird Market,0
Weld,Colorado,3/10/2025,WOAH Non-Poultry,20
Montgomery,Indiana,3/10/2025,WOAH Non-Poultry,20
Dawson,Nebraska,3/11/2025,WOAH Non-Poultry,20
Dallas,Iowa,3/11/2025,WOAH Non-Poultry,100
Rensselaer,New York,3/11/2025,WOAH Non-Poultry,50
Noxubee,Mississippi,3/12/2025,Commercial Broiler Breeder,47700
Hudson,New Jersey,3/12/2025,Live Bird Market,370
Philadelphia,Pennsylvania,3/12/2025,Live Bird Market,420
Hudson,New Jersey,3/12/2025,Live Bird Market,760
Mercer,New Jersey,3/12/2025,Live Bird Market,370
Grady,Oklahoma,3/12/2025,WOAH Non-Poultry,30
Lawrence,Illinois,3/13/2025,Commercial Turkey Meat Bird,15400
Lehigh,Pennsylvania,3/13/2025,Live Bird Market,350
Salem,New Jersey,3/13/2025,WOAH Non-Poultry,5
Anne Arundel,Maryland,3/13/2025,WOAH Non-Poultry,7
Buena Vista,Iowa,3/17/2025,Commercial Table Egg Pullets,400000
Woodward,Oklahoma,3/17/2025,WOAH Non-Poultry,110
Butler,Kansas,3/18/2025,WOAH Non-Poultry,70
Jay,Indiana,3/18/2025,Commercial Table Egg Pullets,1340200
Adams,Indiana,3/18/2025,Commercial Duck Breeder,3400
Gallatin,Montana,3/19/2025,WOAH Non-Poultry,30
Bond,Illinois,3/19/2025,WOAH Non-Poultry,8
Onondaga,New York,3/20/2025,Live Bird Market,470
Reno,Kansas,3/20/2025,WOAH Non-Poultry,50
Valencia,New Mexico,3/20/2025,WOAH Non-Poultry,80
Crawford,Illinois,3/20/2025,Commercial Turkey Meat Bird,18300
Atlantic,New Jersey,3/20/2025,WOAH Poultry,100
Franklin,Pennsylvania,3/21/2025,Commercial Turkey Meat Bird,13400
Cass,Missouri,3/21/2025,WOAH Non-Poultry,10
Dutchess,New York,3/21/2025,WOAH Non-Poultry,40
Ingham,Michigan,3/24/2025,WOAH Non-Poultry,20
Miami-dade,Florida,3/25/2025,WOAH Non-Poultry,4
Queens,New York,3/26/2025,Live Bird Market,1100
Lancaster,Pennsylvania,3/27/2025,WOAH Poultry,160
Queens,New York,3/27/2025,Live Bird Market,270
Montgomery,Maryland,3/28/2025,WOAH Non-Poultry,10
Kosciusko,Indiana,3/28/2025,Commercial Table Egg Pullets,21600
Delaware,New York,4/1/2025,WOAH Non-Poultry,60
Queens,New York,4/2/2025,Live Bird Market,40
Larimer,Colorado,4/4/2025,WOAH Non-Poultry,20
Sheboygan,Wisconsin,4/7/2025,WOAH Poultry,38900
Queens,New York,4/7/2025,Live Bird Market,300
Queens,New York,4/8/2025,Live Bird Market,0
Curry,New Mexico,4/8/2025,WOAH Poultry,200
Beadle,South Dakota,4/8/2025,Commercial Turkey Meat Bird,33400
Roosevelt,New Mexico,4/9/2025,WOAH Non-Poultry,9
Jefferson,New York,4/11/2025,WOAH Non-Poultry,0
Queens,New York,4/11/2025,Live Bird Market,0
Hardin,Iowa,4/11/2025,WOAH Non-Poultry,250
Queens,New York,4/14/2025,Live Bird Market,0
Darke,Ohio,4/14/2025,Commercial Table Egg Layer,292000
